,name,understat_id
10707,Paolo De Ceglie,3396
10709,Richmond Boakye,3928
10715,Alessio Romagnoli,1119
10716,Juraj Kucka,1123
10717,Silvan Widmer,1139
10718,Danilo,1140
10720,Daniele Baselli,1182
10721,Emiliano Moretti,1196
10722,Jacopo Sala,1221
10723,Edgar Barreto,1225
10724,Daniele De Rossi,1249
10726,Manuel Pasqual,1309
10727,José Mauri,1310
10729,Antonio Floro Flores,1338
10730,Mariano Izco,1339
10731,Lorenzo Insigne,1393
10732,Borja Valero,1422
10733,Matías Vecino,1423
10734,Vasilis Torosidis,1438
10735,Sergio Floccari,1446
10736,Godfred Donsah,1452
10737,Francesco Acerbi,1463
10738,Ervin Zukanovic,1497
10740,Guglielmo Stendardo,1556
10741,Francesco Lodi,1562
10742,Daniele Gastaldello,1579
10743,Artur Ionita,1604
10744,Matías Fernández,1622
10745,Philippe Mexes,1816
10746,Achraf Lazaar,1838
10747,Vangelis Moras,1853
10748,Tino Costa,1885
10749,Gervinho,1943
10750,Seydou Keita,2011
10753,Francesco Tavano,3810
10755,Massimo Coda,3832
10756,Andi Lila,3833
10757,Milan Djuric,3856
10758,Davide Succi,3865
10759,Ioannis Fetfatzidis,3876
10760,José Basanta,3885
10761,Giuseppe Biava,3909
10762,Andrea Cossu,3936
10771,Armando Izzo,1096
10772,Santiago Gentiletti,1107
10773,Andrea Poli,1117
10774,Felipe,1141
10775,Thomas Heurtaux,1149
10776,Emmanuel Badu,1150
10777,Emil Hallfredsson,1151
10778,Stipe Perica,1154
10779,Simone Pepe,1171
10780,Joel Obi,1190
10781,Afriyie Acquah,1192
10782,Giuseppe Vives,1194
10783,Keita,1210
10784,Angelo Palombo,1232
10785,Leandro Paredes,1248
10786,Michel Morganella,1267
10787,Mato Jajalo,1273
10788,Roberto Vitiello,1279
10789,Stefano Sturaro,1296
10791,Andrea Costa,1307
10792,Daniele Croce,1312
10793,Guido Marilungo,1314
10794,Ivan Radovanovic,1341
10795,Kalidou Koulibaly,1376
10797,Daniele Dessena,1412
10798,Davide Astori,1419
10799,Federico Bernardeschi,1424
10801,Sebastien De Maio,1431
10802,Nenad Tomovic,1435
10804,Luca Rizzo,1457
10805,Francesco Magnanelli,1466
10806,Alfred Duncan,1474
10807,Jasmin Kurtic,1492
10808,Giulio Migliaccio,1503
10809,Marcelo Brozovic,1511
10810,Giancarlo Gonzalez,1534
10812,Franco Signorelli,1607
10814,Giovanni Marchese,1630
10815,Alexander Farnerud,1802
10816,Alex,1815
10817,Maicon,1824
10819,Ogenyi Onazi,1877
10820,Cristian Zaccardo,1895
10821,Giampiero Pinzi,1911
10822,Lazaros Christodoulopoulos,1940
10824,Bosko Jankovic,1959
10825,Rodrigo Aguirre,1978
10826,Marcelo Estigarribia,1985
10828,Amauri,2018
10832,Mapou Yanga-Mbiwa,3272
10833,Mounir Obbadi,3360
10834,Gonzalo Bergessio,3815
10836,Migjen Basha,3826
10837,Cristóbal Jorquera,3830
10839,Alessandro Lucarelli,3838
10840,Emmanuel Cascione,3854
10841,Zé Eduardo,3860
10842,Stefano Lucchini,3864
10843,Dejan Lazarevic,3869
10844,Nemanja Vidic,3870
10846,Alexandre Geijo,3878
10847,Javier Saviola,3896
10848,Mattia Valoti,3899
10849,Ederson,3923
10850,Daniele Conti,3937
10851,Nico Pulzetti,3958
10852,Luca Antonini,3990
10853,Mounir El Hamdaoui,3995
10860,Mattia Perin,1093
10861,Nicolas Burdisso,1094
10862,Edenilson,1097
10863,Tomás Rincón,1099
10864,Diego Laxalt,1100
10865,Isaac Cofie,1112
10866,Eugenio Lamanna,1113
10867,Gabriel Paletta,1118
10868,Mattia De Sciglio,1120
10870,Cristian Zapata,1133
10871,Ignazio Abate,1135
10873,Lucas Evangelista,1152
10874,Simone Scuffet,1158
10875,Albano Bizzarri,1160
10876,Hugo Campagnaro,1162
10879,Leandro Castán,1179
10880,Mirko Valdifiori,1184
10881,Daniele Padelli,1195
10882,Cesare Bovo,1197
10883,Federico Marchetti,1200
10884,Dusan Basta,1201
10885,Danilo Cataldi,1206
10886,Matías Silvestre,1222
10887,Vasco Regini,1224
10888,Luca Cigarini,1238
10889,Luka Krajnc,1242
10890,Davide Brivio,1243
10892,Kostas Manolas,1246
10893,Juan Jesus,1247
10894,Kevin Strootman,1256
10895,Sinisa Andjelkovic,1266
10896,Alessandro Gazzi,1269
10897,Andrea Rispoli,1274
10898,Gianluigi Buffon,1285
10899,Andrea Barzagli,1286
10901,Lukasz Skorupski,1305
10902,Vincent Laurini,1306
10903,Federico Dimarco,1324
10904,Stefano Sorrentino,1328
10905,Fabrizio Cacciatore,1329
10906,Alessandro Gamberini,1330
10907,Dario Dainelli,1331
10908,Massimo Gobbi,1332
10909,Perparim Hetemaj,1334
10910,Valter Birsa,1336
10911,Nicolás Spolli,1342
10912,Nicolas Frey,1344
10913,Gennaro Sardo,1346
10914,Aleandro Rosi,1352
10915,Lorenzo Crisetig,1356
10916,Djamel Mesbah,1365
10917,Elseid Hysaj,1375
10918,Nikola Maksimovic,1377
10919,Ivan Strinic,1378
10920,Piotr Zielinski,1386
10921,Faouzi Ghoulam,1387
10922,Rafael Cabral,1388
10924,Christian Maggio,1391
10925,Luigi Sepe,1392
10926,Marco Storari,1396
10927,Nicola Murru,1400
10928,Simone Padoin,1403
10929,Marco Borriello,1405
10930,Marco Capuano,1408
10931,Nicolò Barella,1409
10932,Rafael,1410
10933,Ciprian Tatarusanu,1416
10934,Ibrahima Mbaye,1458
10935,Andrea Consigli,1460
10936,Paolo Cannavaro,1462
10937,Federico Peluso,1464
10938,Davide Biondini,1467
10939,Lorenzo Pellegrini,1471
10940,Marcello Gazzola,1478
10941,Alberto Pomini,1479
10942,Antonino Ragusa,1481
10943,Luca Antei,1482
10944,Etrit Berisha,1483
10945,Andrea Masiello,1485
10946,Boukary Dramé,1490
10947,Abdoulay Konko,1495
10948,Cristian Raimondi,1499
10949,Leonardo Spinazzola,1500
10950,Marco Sportiello,1501
10951,Marco D&#039;Alessandro,1502
10952,Alberto Grassi,1504
10953,Samir Handanovic,1505
10954,Yuto Nagatomo,1506
10955,Davide Santon,1509
10956,Gary Medel,1510
10957,Juan Pablo Carrizo,1519
10958,Danilo D&#039;Ambrosio,1523
10959,Assane Demoya Gnoukouri,1525
10960,Emanuele Terranova,1527
10961,Andrea Coda,1530
10962,Emiliano Viviano,1532
10963,Dodô,1533
10964,Accursio Bentivegna,1535
10965,Stefan de Vrij,1541
10966,Stefan Radu,1542
10967,Federico Mattiello,1546
10968,Pablo Armero,1547
10969,Luca Ceppitelli,1550
10970,Carlos Carmona,1557
10971,Davide Bassi,1558
10972,Bostjan Cesar,1572
10973,Riccardo Montolivo,1573
10974,Davide Calabria,1574
10975,Giorgio Chiellini,1576
10976,Kwadwo Asamoah,1587
10978,Cristian Molinaro,1597
10979,Jonathan Biabiany,1600
10980,Salvador Ichazo,1608
10981,Antonio Mirante,1609
10982,Nicolò Cherubin,1610
10984,Walter Bressan,1625
10985,Francesco Renzetti,1632
10986,Sebastiano Luperto,1639
10988,Mário Rui,1792
10989,Lorenzo Ariaudo,1797
10990,Pontus Jansson,1801
10994,Mattia Cassani,1813
10995,Christian Abbiati,1821
10996,Morgan De Sanctis,1825
10997,Alessandro Longhi,1827
10998,Enzo Maresca,1835
10999,Pierluigi Gollini,1841
11000,Eros Pisano,1842
11001,Matteo Bianchetti,1843
11002,Urby Emanuelson,1844
11003,Pawel Wszolek,1845
11004,Rômulo,1849
11005,Raman Chibsah,1872
11006,Nicola Leali,1873
11008,Mauricio,1880
11009,Edson Braafheid,1882
11011,Iván Piris,1887
11012,Giovanni Pasquale,1889
11013,Maurizio Domizzi,1890
11015,Simone Colombi,1894
11016,Fabio Daprelà,1909
11017,Matteo Brighi,1913
11020,Mattia Vitale,1941
11022,Leonardo Fontanesi,1952
11023,Mohamed Fares,1956
11024,Ricardo Bagadur,1968
11025,Zeljko Brkic,1974
11026,Anders Christiansen,1982
11027,Gianpaolo Bellini,1983
11029,Francesco Bardi,1989
11030,Jeremy Broh,1990
11031,Leandro Greco,1996
11032,Francesco Bolzoni,2002
11033,Antonio La Gumina,2003
11034,Federico Bonazzoli,2019
11035,Salih Ucan,2021
11036,Samir Ujkani,2022
11037,Andrea Lazzari,2027
11038,Henrique,2030
11039,Rafael Márquez,2034
11040,Giuseppe Panico,2038
11042,Simone Pontisso,2052
11043,Igor Bubnjic,2054
11044,Francesco Benussi,2056
11054,Salvatore Bocchetti,2810
11055,Pedro Mendes,3221
11056,Lorik Cana,3400
11057,Brayan Perea,3444
11058,Thomas Mangani,3490
11059,Joshua Brillante,3811
11060,Michele Somma,3812
11061,Luka Djordjevic,3813
11062,Federico Balzaretti,3816
11063,Ashley Cole,3817
11064,Alassane Tambe,3818
11065,Zakarya Bergdich,3819
11066,Rolando Mandragora,3821
11067,Luis Pedro Cavanda,3822
11068,Cristian Ledesma,3823
11069,Bruno Pereirinha,3824
11070,Álvaro González,3825
11071,Abdelkader Ghezzal,3831
11072,Mirko Esposito,3835
11073,Alessandro Iacobucci,3836
11074,Fabiano Santacroce,3837
11075,McDonald Mariga,3839
11076,Simon Makienok,3841
11077,Claudio Terzi,3842
11078,Francesco Della Rocca,3843
11079,João Silva,3845
11080,Mariano Andújar,3849
11081,Walter Gargano,3850
11082,Federico Agliardi,3851
11083,Gabriele Perico,3852
11084,Daniele Capelli,3853
11085,Giuseppe De Feudis,3855
11086,Andrea Tabanelli,3857
11087,Riccardo Cazzola,3858
11088,Gaby Mudingayi,3859
11089,Nicola Dalmonte,3861
11090,Luigi Giorgi,3862
11091,Massimo Volta,3863
11092,Cesare Natali,3866
11093,Paolo Bianco,3868
11094,George Puscas,3872
11096,Rubén Botta,3875
11097,Nicola Pozzi,3877
11098,Alexis Zapata,3879
11099,Melker Hallberg,3880
11100,Isaac Donkor,3882
11101,Marco Marchionni,3884
11102,David Pizarro,3886
11103,Constantin Nica,3889
11104,Daniele Galloppa,3890
11105,Giuseppe Prestia,3891
11106,Lukas Haraslin,3893
11107,Alessandro Agostini,3894
11108,Fernandinho,3895
11109,Rafael Marques,3897
11110,Gustavo Campanharo,3898
11111,Guillermo Rodríguez,3901
11112,Gian Filippo Felicioli,3904
11113,Alessandro Mastalli,3905
11114,Rolando Bianchi,3906
11115,Giorgio Frezzolini,3907
11116,Lorenzo Rosseti,3908
11117,Cristiano Del Grosso,3910
11118,Giandomenico Mesto,3912
11119,Antonio Balzano,3913
11120,Alejandro González,3914
11121,Caio,3915
11122,Diego Novaretti,3922
11123,Hördur Bjorgvin Magnusson,3924
11124,Gabriele Moncini,3925
11125,Alessio Cragno,3927
11126,Lionel Scaloni,3929
11127,Vlada Avramov,3931
11128,Ivan Martic,3932
11129,Davide Di Molfetta,3933
11130,Francesco Pisano,3938
11131,Simone Rosso,3948
11132,Salvatore Masiello,3960
11133,Josef Husbauer,3961
11134,Gaston Camara,3964
11135,Michael Essien,3967
11137,Simone Benedetti,3981
11138,Jean-François Gillet,3983
11139,Sebastian Giovinco,3985
11140,Nicola Bellomo,3986
11141,Lucas Souza,3987
11142,Nenê,3988
11143,Salvatore Molina,3989
11144,Soufiane Bidaoui,3992
11145,Antonio Mazzotta,3997
11146,Luca Valzania,3998
11147,Nicola Belmonte,4000
11148,Stefan Ristovski,4001
11149,Francesco Fedato,4002
11150,Gianluca Sansone,4003
11151,Franco Mussis,4008
11152,Facundo Lescano,4009
11153,Luca Garritano,4010
11154,Manuel Coppola,4011
11155,Davide Moro,4012
11158,Marcelo Larrondo,4019
11159,Granddi N&#039;Goyi,4022
11160,Michu,4024
11161,Paulo Barreto,4026
11163,Tiberio Guarente,4029
11164,Jonathan,4031
11182,Federico Dionisi,1867
11183,Daniel Ciofani,1868
11228,Matteo Politano,1473
11232,Kevin Lasagna,1903
11235,Luiz Adriano,1127
11240,Oscar Hiljemark,1284
11244,Anthony Mounier,1451
11251,Paolo Sammarco,1866
11252,Fernando,1937
11268,Lucas Castro,1333
11269,Nicola Rigoni,1335
11270,Roberto Inglese,1340
11272,Blerim Dzemaili,1444
11274,Federico Viviani,1456
11279,Serge Gakpe,1581
11287,Leonardo Blanchard,1860
11288,Antonio Di Gaudio,1905
11289,Lorenzo Lollo,1973
11298,Edoardo Goldaniga,1264
11299,Alex Sandro,1289
11302,Marcel Büchel,1325
11303,Diego Falcinelli,1360
11309,Filip Helander,1440
11311,Umar Sadiq,1450
11313,Andrea Conti,1487
11319,Ricardo Kishna,1564
11322,Luca Siligardi,1846
11323,Alessandro Frara,1865
11325,Lorenzo Pasciuti,1899
11326,Jerry Mbakogu,1907
11328,Uros Djurdjevic,1960
11329,Luca Paganini,1963
11331,Matteo Mancosu,1981
11342,Samir,1142
11343,Ali Adnan,1156
11346,Arlind Ajeti,1191
11360,Rade Krunic,1311
11366,Marcello Trotta,1369
11375,Rafael Toloi,1484
11376,Remo Freuler,1488
11380,Sergej Milinkovic-Savic,1543
11384,Felipe Melo,1568
11394,Luca Marrone,1643
11395,David Ivan,1646
11405,Aljaz Struna,1840
11411,Adriano Russo,1861
11412,Oliver Kragl,1863
11413,Danilo Soddimo,1871
11414,Milan Bisevac,1876
11419,Riccardo Gagliolo,1896
11420,Stefano Sabelli,1898
11421,Raffaele Bianco,1900
11427,Gaetano Letizia,1972
11434,Abdelhamid El Kaoutari,2047
11443,Nicola Ninkovic,1103
11444,Riccardo Fiamozzi,1105
11445,Darko Lazovic,1106
11447,Olivier Ntcham,1111
11450,Goran Pandev,1115
11451,Gianluigi Donnarumma,1116
11455,Manuel Locatelli,1122
11457,Gabriel,1132
11465,Gastón Brugman,1165
11466,Bryan Cristante,1168
11473,Patric,1204
11476,Milan Skriniar,1223
11480,Pedro Pereira,1241
11485,Josip Posavec,1263
11486,Thiago Cionek,1265
11494,Giuseppe Pezzella,1281
11506,Alberto Pelagotti,1321
11507,Raffaele Maiello,1322
11508,Marco Zambelli,1323
11509,Assane Diousse,1326
11516,Andrea Seculin,1345
11519,Aleksandar Tonev,1359
11526,Amadou Diawara,1380
11532,Luca Bittante,1415
11535,Luca Lezzerini,1432
11537,Ângelo Da Costa,1437
11539,Domenico Maietta,1439
11541,Erick Pulgar,1448
11542,Marios Oikonomou,1453
11543,Alex Ferrari,1454
11549,Claud Adjapong,1475
11551,Gianluca Pegolo,1480
11557,Roberto Gagliardini,1496
11574,Norbert Balogh,1536
11579,Maurizio Pugliesi,1553
11580,Uros Cosic,1554
11583,Filippo Costa,1559
11585,Rey Manaj,1570
11589,Archimede Morleo,1596
11590,Norbert Gyömbér,1599
11591,Daniel Pavlovic,1602
11597,Issa Cissokho,1633
11604,Alessandro Piu,1793
11605,Michele Camporese,1795
11611,Andrés Ponce,1811
11618,Fabio Della Giovanna,1829
11619,Ionut Radu,1830
11620,Fabrizio Alastra,1839
11624,Luca Checchin,1848
11626,Dominik Furman,1850
11627,Ferdinando Coppola,1854
11628,Michelangelo Albertazzi,1855
11629,Massimo Zappino,1858
11630,Matteo Ciofani,1859
11631,Roberto Crivello,1862
11632,Mirko Gori,1864
11633,Robert Gucher,1869
11634,Massimiliano Carlini,1870
11638,Vasiliy Pryima,1875
11648,Emanuele Suagher,1897
11649,Raphael Martinho,1901
11650,Marco Crimi,1902
11651,Filippo Porcari,1904
11652,Matteo Fedele,1906
11653,Vid Belec,1908
11658,Aaron Mattia Tabacchi,1914
11659,Kevin Constant,1915
11660,Robert Acquafresca,1917
11662,Diego Capel,1924
11663,Boris Radunovic,1926
11664,Berat Gjimshiti,1927
11665,Gaetano Monachello,1928
11672,William Vainqueur,1944
11673,Marco Tumminello,1945
11677,Karim Laribi,1953
11678,Samuel Souprayen,1954
11680,Mattia Zaccagni,1958
11681,Davide Bertoncini,1964
11682,Gilberto,1967
11683,Simone Romagnoli,1971
11685,Marquinho,1975
11688,Filippo Falco,1979
11689,Franco Zuculini,1980
11693,Fabrizio Poli,1994
11694,Andrea Favilli,1997
11696,Lorenzo Di Livio,2008
11697,Simone Edera,2010
11700,Michele Rocca,2020
11702,Matuzalém,2025
11704,Ronaldo,2028
11709,Kamil Wilczek,2049
11711,Wallace Oliveira,2055
11714,Luca Martinelli,4032
11715,Alexander Merkel,5821
11731,Giovanni Simeone,1102
11741,Ilija Nestorovski,1272
11749,Gianluca Caprari,1170
11751,Gianluca Lapadula,1136
11762,Mattia Caldara,1486
11766,Ahmed Benali,1166
11772,Franck Kessié,1489
11777,Seko Fofana,1144
11778,Jakub Jankto,1146
11788,Pietro Iemmello,1469
11791,Andrea Petagna,1493
11792,Arkadiusz Milik,1583
11802,Federico Di Francesco,1449
11806,Jean-Christophe Bahebeck,1531
11825,Gianmarco Ferrari,1354
11826,Simy,1362
11827,Adrian Stoian,1363
11831,Federico Melchiorri,1407
11833,Federico Chiesa,1433
11851,Alessandro Murgia,1212
11867,Davide Di Gennaro,1404
11872,Federico Ricci,1470
11874,Andrea Nalini,1528
11880,Alberto Cerri,4906
11886,Gabriele Angella,1088
11892,Andrija Balic,1155
11896,Ledian Memushaj,1169
11897,Alexandru Mitrita,1173
11906,Wallace,1202
11908,Cristiano Lombardi,1218
11910,Karol Linetty,1226
11912,Bruno Henrique,1268
11913,Haitam Aleesami,1270
11921,Giuseppe Bellusci,1308
11927,Samuel Bastien,1343
11930,Marcus Rohden,1364
11931,Federico Ceccherini,1370
11932,Mario Sampirisi,1371
11935,Fabio Pisacane,1397
11936,Bruno Alves,1399
11945,Ladislav Krejci,1447
11949,Stefano Sensi,1465
11953,Luca Mazzitelli,1477
11959,Gabriel,1521
11961,Robert Muric,1571
11969,Han Kwang Song,4914
11970,Luca Crecco,4924
11971,Pietro Pellegri,4932
11972,Miha Zajc,4937
11973,Mame Thiam,4938
11984,Miguel Veloso,1098
11991,Davide Biraschi,1114
11996,Gustavo Gómez,1128
11997,José Sosa,1130
12003,Sven Kums,1143
12013,Francesco Zampano,1161
12014,Michele Fornasier,1163
12016,Alessandro Crescenzi,1172
12017,Dario Zuparic,1174
12018,Vincenzo Fiorillo,1175
12019,Alessandro Bruno,1176
12020,Stefano Pettinari,1177
12030,Franjo Prce,1211
12032,Thomas Strakosha,1214
12033,Ivan Vargic,1216
12035,Christian Puggioni,1220
12044,Mirko Eramo,1237
12052,Gerson,1258
12058,Carlos Embalo,1276
12059,Andrea Fulignati,1278
12061,Simone Lo Faso,1280
12063,Ouasim Bouy,1283
12069,Emil Audero,1302
12074,Frederic Veseli,1316
12075,Andrés Tello,1317
12083,Matheus Pereira,1327
12094,Vittorio Parigini,1348
12095,Alex Cordaz,1351
12096,Claiton,1353
12097,Bruno Martella,1355
12099,Aniello Salzano,1357
12100,Leonardo Capezzi,1358
12102,Noe Dussenne,1366
12103,Marco Festa,1367
12104,Nicolò Fazzi,1368
12105,Andrea Barberis,1372
12116,Bartosz Salamon,1398
12121,Gianni Munari,1411
12122,Roberto Colombo,1413
12123,Niccolò Giannetti,1414
12127,Maximiliano Olivera,1420
12128,Kevin Diks,1427
12129,Ianis Hagi,1428
12130,Hrvoje Milic,1429
12137,Ádám Nagy,1443
12147,Pol Lirola,1461
12149,Cristian Dell&#039;Orco,1476
12157,Bryan Cabezas,1498
12175,Davide Vitturini,1529
12182,Samuel Gustafson,1538
12186,Senna Miangue,1549
12190,Bartlomiej Dragowski,1555
12194,Leonel Vangioni,1560
12197,Jordan Lukaku,1563
12199,Mattia Aramu,1566
12201,Valerio Verre,1569
12204,Timo Letschert,1575
12206,Luca Crosta,1578
12208,Aleksandar Pesic,1582
12209,Ewandro,1585
12213,Giuseppe Cuomo,1591
12214,Bastos,1595
12223,Lamin Jallow,1623
12224,Fabio Depaoli,1624
12225,Nunzio Di Roberto,1626
12226,Eddy Gnahore,1627
12227,Pietro De Giorgio,1628
12229,Alessandro Deiola,1634
12232,Marko Pajac,1645
12234,Rubinho,1805
12239,Alessandro Rossi,2031
12240,Clément Grenier,3568
12241,Cazim Suljic,3763
12243,Marco Faraoni,3978
12244,Mamadou Tounkara,4004
12246,Trent Sainsbury,4894
12247,Andrea Pinamonti,4895
12248,Carlao,4902
12249,Mamadou Coulibaly,4903
12250,Adrián Cubas,4904
12251,Hrvoje Milicevic,4905
12252,Bartosz Bereszynski,4907
12253,Paolo Faragò,4912
12254,Roberto Biancu,4913
12256,Giuseppe Borello,4921
12257,Andrej Kotnik,4922
12258,Boadu Maxwell Acosty,4923
12259,Giorgio Spizzichino,4925
12260,Orji Okwonkwo,4929
12261,Bruno Petkovic,4930
12262,Leonardo Morosini,4933
12263,Andrea Beghetto,4934
12264,Gennaro Ruggiero,4935
12265,Stefan Silva,4936
12266,Alessandro Bastoni,4939
12267,Hans Hateboer,4941
12268,Sofian Kiyine,4942
12269,Emanuel Vignato,4943
12270,Grigoris Kastanos,4951
12271,Jan Mlakar,4955
12272,Filippo Melegoni,4959
12273,Joshua Pérez,4975
12274,Arnel Jakupovic,4983
12275,Federico Serra,5026
12293,Mirco Antenucci,6187
12304,Cheick Diabaté,3577
12312,Antonin Barak,6208
12338,Mariusz Stepinski,5718
12392,Blaise Matuidi,3296
12396,Daniel Bessa,6130
12397,Andreas Cornelius,6156
12398,Adam Marusic,6176
12399,Enrico Brignola,6199
12400,Andrej Galabinov,6201
12401,Musa Barrow,6512
12440,Nicolas N&#039;Koulou,3387
12448,Antonio Caracciolo,6133
12450,Manuel Lazzari,6180
12451,Amato Ciciretti,6193
12452,Nicolas Viola,6196
12453,Guilherme,6502
12454,Iuri Medeiros,6536
12515,Francesco Cassata,1998
12520,Bryan Dabo,3340
12521,Valentin Eysseric,3515
12523,José Luis Palomino,4733
12524,Lorenco Simic,4908
12526,Yann Karamoh,5700
12527,Robin Gosens,6155
12528,Gianluca Mancini,6159
12529,Giovanni Crociata,6169
12530,Vitor Hugo,6171
12531,Pasquale Schiattarella,6182
12532,Bram Nuytinck,6206
12533,Svante Ingelsson,6210
12534,Jens Stryger Larsen,6262
12535,Lee Seung-Woo,6285
12536,Samuel Armenteros,6295
12537,Cesar Falletti,6372
12538,Jagos Vukovic,6518
12643,Alfred Gomis,1455
12695,Stefan Simic,1818
12696,Bright Gyamfi,1831
12702,Alex Meret,1892
12711,Luca Vido,1993
12712,Nicholas Pierini,2012
12714,Simone Palombi,2037
12715,Lubomir Tupta,2042
12717,Filippo Romagna,2058
12721,Adam Ounas,3259
12723,Gregory Van der Wiel,3287
12728,Kevin Bonifazi,3951
12729,Gabriele Marchegiani,3973
12733,Andrew Gravillon,4896
12736,Niccolò Zanellato,4917
12739,Francesco Rossi,4940
12741,Alessandro Buongiorno,5025
12743,Dalbert,5699
12744,Elio Capradossi,5825
12745,Carlo Pinsoglio,6107
12746,Rodrigo Bentancur,6108
12747,Nícolas,6129
12748,Enrico Bearzotti,6131
12749,Marco Silvestri,6132
12750,Marco Fossati,6134
12752,Riccardo Orsolini,6160
12753,Nicolas Haas,6161
12754,Vanja Milinkovic-Savic,6167
12756,Rafik Zekhnini,6172
12757,Bruno Gaspar,6173
12758,Nikola Milenkovic,6174
12759,Luiz Felipe,6177
12760,Sauli Vaisanen,6178
12761,Francesco Vicari,6179
12762,Luca Mora,6181
12763,Michele Cremonesi,6183
12764,Eros Schiavon,6185
12765,Lorenzo Venuti,6191
12766,Fabio Lucioni,6192
12767,Lorenzo Del Pinto,6194
12768,Karamoko Cissé,6195
12769,Gianluca Di Chiara,6197
12770,Stephane Omeonga,6202
12771,Eddie Salcedo,6203
12772,Ricardo Centurión,6204
12773,Francesco Migliore,6205
12774,Rijad Bajic,6207
12775,Mehdi Leris,6211
12776,Mattia Bani,6212
12777,Pawel Jaroszynski,6213
12778,Fabio Ceravolo,6235
12779,Antonio Santurro,6236
12780,Mirko Antonucci,6247
12781,Lyanco,6252
12782,Gianluca Scamacca,6253
12783,Fabrizio Caligara,6277
12784,Petar Brlek,6286
12785,Aristóteles Romero,6300
12786,Rogerio,6312
12787,Mamadou Kanouté,6313
12789,Rick Karsdorp,6362
12790,Andrea Danzi,6375
12791,Simone Calvano,6406
12792,Cheick Keita,6428
12793,Jean-Claude Billong,6466
12794,Giovanni Volpicelli,6467
12795,Luca Sparandeo,6468
12796,Lisandro López,6506
12797,Everton Luiz,6516
12798,Charalampos Lykogiannis,6517
12799,Deian Boldor,6519
12800,Felipe Avenatti,6530
12802,Damir Ceter,6551
12805,Christian Rutjens,6648
12806,Siriki Sanogo,6649
12807,Ognjen Stijepovic,6655
12808,Emanuele Torrasi,6719
12817,Francesco Caputo,6980
12835,Federico Santander,6972
12844,Camillo Ciano,7015
12858,Lautaro Martínez,7006
12876,Giovanni Di Lorenzo,6978
12898,Nicolo Zaniolo,6686
12900,Christian Kouamé,7091
12925,Javier Pastore,3295
12935,Antonino Barillà,6990
12978,Domenico Criscito,3065
12980,Soualiho Meité,3739
12988,Hamed Junior Traore,6986
12989,Cristian Romero,7218
12990,Merih Demiral,7416
13047,Paolo Ghiglione,2040
13053,Arturo Calabresi,3965
13059,Lukas Lerager,6021
13071,Mitchell Dijks,6971
13072,Samuel Mráz,6985
13073,Mattia Sprocati,6993
13074,Lukasz Teodorczyk,6998
13075,Mehdi Bourabia,7003
13076,Lucas Paquetá,7365
13212,Guido Guerrieri,1881
13218,Pepín,1946
13222,Jacopo Dezi,2005
13227,Alban Lafont,3201
13230,Koffi Djidji,3550
13231,Kevin Malcuit,3632
13246,Luca Pellegrini,4970
13247,Juan Manuel Valencia,5009
13249,Nicolás Schiappacase,5195
13257,Giacomo Poluzzi,6189
13271,Vincenzo Millico,6460
13275,Riccardo Sottil,6672
13276,Dejan Kulusevski,6691
13277,Strahinja Tanasijevic,6753
13278,Adrian Semper,6929
13279,Silvio Proto,6940
13280,Bremer,6960
13281,Vitalie Damascan,6961
13283,Ante Coric,6964
13284,Iván Marcano,6965
13285,Nehuén Paz,6973
13286,Mattias Svanberg,6974
13287,Lorenzo Dickmann,6975
13288,Pietro Terracciano,6977
13289,Jacob Rasmussen,6979
13290,Ismael Bennacer,6981
13291,Ivan Provedel,6982
13292,Joel Untersee,6983
13294,Simone Iacoponi,6989
13295,Leo Stulac,6991
13296,Pierluigi Frattali,6992
13297,Alessio Da Cruz,6994
13298,William Troost-Ekong,6996
13299,Felipe Vizeu,6999
13300,Hidde ter Avest,7000
13301,Nicholas Opoku,7001
13302,Giangiacomo Magnani,7002
13303,Leonardo Sernicola,7004
13304,Jens Odgaard,7005
13305,Matteo Pessina,7013
13306,Arkadiusz Reca,7014
13307,Luca Matarese,7016
13308,Nicolò Brighenti,7018
13309,Francisco Sierralta,7081
13310,Darijo Srna,7082
13311,Christian Nørgaard,7083
13312,Dusan Vlahovic,7084
13313,Tòfol Montiel,7085
13314,David Hancko,7086
13315,Joaquín Ardáiz,7088
13316,Gabriele Corbo,7089
13317,Koray Günter,7092
13318,Juan Musso,7095
13319,Omar Colley,7096
13320,Ronaldo Vieira,7097
13321,Mauro Burruchaga,7125
13322,Júnior Tavares,7126
13323,Sergej Grubac,7149
13325,Rai Vloet,7190
13327,Petar Micin,7225
13328,Matteo Scozzarella,7227
13329,Musa Juwara,7263
13330,Riccardo Doratiotto,7285
13331,Zan Celar,7288
13332,Francesco Verde,7299
13333,Abdou Diakhate,7370
13334,Roberto Piccoli,7375
13335,Jandrei,7381
13336,Dimitri Oberlin,7386
13337,Dimitris Nikolaou,7387
13338,Kiril Despodov,7405
13339,Ibañez,7413
13340,Marko Jankovic,7473
13341,Hans Nicolussi Caviglia,7483
13342,Stephy Mavididi,7484
13343,Giacomo Raspadori,7500
13344,Luan Capanni,7506
13345,Gianluca Gaetano,7507
13346,Angelo Ndrecka,7539
13347,Paolo Gozzi Iweru,7544
13348,Ibrahim Karamoko,7559
13349,Nicky Medja Beloko,7565
13350,Nicolò Armini,7611
