,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
1878,Lorient,Lyon,0.766583,1.07521,0,0,a,2015-08-09 23:00:00
1887,Lorient,SC Bastia,1.71708,1.36492,1,1,h,2015-08-16 19:00:00
1897,Lorient,Saint-Etienne,0.548561,2.35602,0,1,h,2015-08-23 19:00:00
1904,Lorient,Reims,0.420695,2.42331,1,4,a,2015-08-29 22:00:00
1912,Lorient,Angers,1.35999,0.735923,3,1,h,2015-09-12 22:00:00
1926,Lorient,Monaco,2.11518,1.63138,3,2,a,2015-09-20 19:00:00
1933,Lorient,Caen,1.06626,0.719549,2,0,h,2015-09-23 21:00:00
1945,Lorient,Montpellier,0.508337,1.17693,1,2,a,2015-09-27 19:00:00
1956,Lorient,Bordeaux,1.46745,0.755702,3,2,h,2015-10-04 19:00:00
1965,Lorient,Marseille,0.513929,1.64811,1,1,a,2015-10-18 16:00:00
1970,Lorient,Rennes,1.26587,0.926945,1,1,h,2015-10-24 19:00:00
1982,Lorient,Guingamp,1.66937,0.964736,2,2,a,2015-10-31 23:00:00
1992,Lorient,Troyes,3.25698,1.50976,4,1,h,2015-11-07 23:00:00
2000,Lorient,Paris Saint Germain,1.05284,1.66927,1,2,h,2015-11-21 20:00:00
2012,Lorient,GFC Ajaccio,0.987739,1.09623,1,1,a,2015-11-28 23:00:00
2020,Lorient,Nice,0.361017,1.03623,0,0,h,2015-12-01 22:00:00
2032,Lorient,Toulouse,1.01913,2.28205,3,2,a,2015-12-05 23:00:00
2044,Lorient,Lille,0.418619,2.15989,0,3,a,2015-12-12 23:00:00
2053,Lorient,Nantes,1.84234,1.03257,0,0,h,2015-12-19 23:00:00
2063,Lorient,Rennes,0.998653,0.866972,2,2,a,2016-01-09 23:00:00
2076,Lorient,Monaco,0.661097,0.688892,0,2,h,2016-01-17 17:00:00
2085,Lorient,Nice,1.23003,0.467749,1,2,a,2016-01-23 23:00:00
2092,Lorient,Reims,1.5107,1.47085,2,0,h,2016-01-30 23:00:00
2107,Lorient,Paris Saint Germain,0.513408,2.60881,1,3,a,2016-02-04 00:00:00
2111,Lorient,Montpellier,0.414402,0.638421,1,1,h,2016-02-06 23:00:00
2123,Lorient,Nantes,0.842693,1.33963,1,2,a,2016-02-13 23:00:00
2131,Lorient,Guingamp,2.44896,0.879315,4,3,h,2016-02-20 23:00:00
2143,Lorient,Troyes,2.31848,0.834748,1,0,a,2016-02-27 23:00:00
2149,Lorient,SC Bastia,0.100743,1.59793,0,0,a,2016-03-05 23:00:00
2160,Lorient,Marseille,1.56973,1.26139,1,1,h,2016-03-12 20:00:00
2171,Lorient,Angers,0.436345,4.14206,1,5,a,2016-03-19 23:00:00
2188,Lorient,Lyon,0.840986,2.26934,1,3,h,2016-04-03 23:00:00
2193,Lorient,Caen,2.29063,0.818975,2,1,a,2016-04-09 22:00:00
2203,Lorient,Toulouse,0.358837,0.739061,1,1,h,2016-04-16 22:00:00
2213,Lorient,Saint-Etienne,0.291292,0.980333,0,2,a,2016-04-24 19:00:00
2224,Lorient,Lille,0.500598,1.18283,0,1,h,2016-04-30 21:00:00
2230,Lorient,Bordeaux,1.3387,1.49543,0,3,a,2016-05-07 23:00:00
2243,Lorient,GFC Ajaccio,1.28701,1.46352,1,0,h,2016-05-14 23:00:00
